FieldID,Region,FieldArea_ha,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,PloughDepth_cm,PloughMethod,SoilAdjustment_kgLime,IrrigationAdvice,SeedAmount_kg,PlantSpacing_cm,Fertilizer_Basal_Urea_kg,Fertilizer_Basal_TSP_kg,Fertilizer_Basal_MOP_kg,WaterManagementAdvice_Stage4,TillerIncreaseTip,Fertilizer_2ndDose_Urea_kg,Fertilizer_2ndDose_TSP_kg,Fertilizer_2ndDose_MOP_kg,WaterControlAdvice_Stage5,WaterControlAdvice_Stage6,PesticideSuggestion,HumidityTarget_%,WaterLevelAdvice_Stage7,PredictedYield_kg_ha,HarvestingDate,FinalMoisture_%,PostHarvestAdvice
322,Wet Low,4.48,6.49,27.0,79.9,1999.3,15,Mouldboard,476,Start irrigation after 3 days,250.6,21,537.6,322.56,268.8,Keep flooded,Increase spacing,215.04,107.52,107.52,Maintain 5cm water,Ensure moist soil,nan,84.6,Alternate wetting,4286.6,2026-02-28,15.8,Store under shade
323,Dry Low,2.5,4.1,29.3,89.7,2068.0,15,Chisel,535,Irrigate weekly,132.9,18,300.0,180.0,150.0,Keep flooded,Apply split N,120.0,60.0,60.0,Maintain 5cm water,Maintain shallow flooding,Fipronil,84.6,Maintain 3-5cm,5260.6,2026-02-23,13.2,Store under shade
324,Dry Low,2.19,4.37,28.6,77.0,2151.0,17,Chisel,509,Start irrigation after 3 days,125.9,23,262.8,131.4,131.4,Alternate wetting,Thin seedlings,105.12,63.07,52.56,Maintain 5cm water,Maintain shallow flooding,Fipronil,89.4,Alternate wetting,5327.6,2026-02-27,13.9,Thresh immediately
325,Intermediate Low,3.6,5.36,27.3,79.7,2071.2,15,Rotavator,752,Maintain 5cm water,191.5,22,432.0,259.2,216.0,Keep flooded,Thin seedlings,172.8,86.4,86.4,Reduce water 2 days,Reduce water pre-flowering,Fipronil,83.2,Alternate wetting,5883.9,2026-02-22,15.0,Sun-dry 3 days
326,Dry Low,2.31,4.56,29.3,82.3,1549.9,16,Rotavator,700,Start irrigation after 3 days,130.3,22,277.2,166.32,138.6,Alternate wetting,Thin seedlings,110.88,66.53,55.44,Maintain 5cm water,Reduce water pre-flowering,nan,89.0,Maintain 3-5cm,5904.1,2026-02-26,13.9,Store under shade
327,Dry Low,3.52,5.16,28.3,82.2,2047.2,12,Chisel,490,Irrigate weekly,190.4,20,422.4,211.2,211.2,Alternate wetting,Thin seedlings,168.96,101.38,84.48,Maintain 5cm water,Ensure moist soil,nan,89.7,Maintain 3-5cm,5317.8,2026-02-28,14.4,Sun-dry 3 days
328,Wet Low,3.44,7.05,28.8,82.1,1862.5,15,Chisel,769,Maintain 5cm water,186.5,21,412.8,247.68,206.4,Alternate wetting,Apply split N,165.12,82.56,82.56,Maintain 5cm water,Ensure moist soil,Fipronil,82.4,Alternate wetting,4011.4,2026-02-28,13.1,Thresh immediately
329,Wet Low,3.25,6.8,30.5,77.6,2251.8,16,Rotavator,589,Maintain 5cm water,177.9,23,390.0,234.0,195.0,Alternate wetting,Thin seedlings,156.0,93.6,78.0,Flood for 1 week,Reduce water pre-flowering,nan,85.1,Alternate wetting,4718.0,2026-02-26,15.1,Sun-dry 3 days
330,Wet Low,2.52,6.02,29.6,77.2,2164.2,16,Chisel,472,Start irrigation after 3 days,144.1,22,302.4,181.44,151.2,Maintain 3-5cm water,Increase spacing,120.96,60.48,60.48,Maintain 5cm water,Ensure moist soil,nan,85.3,Alternate wetting,5026.3,2026-02-28,15.6,Sun-dry 3 days
331,Wet Low,3.19,6.93,27.6,78.8,870.3,16,Rotavator,572,Maintain 5cm water,168.6,24,382.8,191.4,191.4,Keep flooded,Thin seedlings,153.12,76.56,76.56,Flood for 1 week,Ensure moist soil,Chlorpyrifos,88.7,Maintain 3-5cm,4998.4,2026-02-22,15.9,Thresh immediately
332,Intermediate Low,3.39,6.64,31.8,88.7,1444.1,14,Chisel,434,Start irrigation after 3 days,177.4,22,406.8,203.4,203.4,Keep flooded,Increase spacing,162.72,97.63,81.36,Reduce water 2 days,Reduce water pre-flowering,Fipronil,83.0,Maintain 3-5cm,5206.7,2026-02-28,15.5,Store under shade
333,Wet Low,3.18,5.22,30.2,76.7,859.0,14,Rotavator,609,Start irrigation after 3 days,173.0,22,381.6,190.8,190.8,Maintain 3-5cm water,Thin seedlings,152.64,76.32,76.32,Maintain 5cm water,Reduce water pre-flowering,nan,88.0,Alternate wetting,5921.1,2026-02-19,13.1,Store under shade
334,Dry Low,2.78,4.3,30.8,86.4,973.5,16,Chisel,697,Irrigate weekly,145.5,22,333.6,200.16,166.8,Keep flooded,Apply split N,133.44,80.06,66.72,Maintain 5cm water,Maintain shallow flooding,nan,89.7,Maintain 3-5cm,5770.4,2026-02-28,15.0,Sun-dry 3 days
335,Intermediate Low,1.06,5.56,27.4,86.4,1822.4,17,Rotavator,532,Maintain 5cm water,59.5,18,127.2,63.6,63.6,Alternate wetting,Increase spacing,50.88,25.44,25.44,Flood for 1 week,Maintain shallow flooding,nan,88.4,Maintain 3-5cm,4217.8,2026-02-26,14.5,Store under shade
336,Dry Low,3.35,6.44,27.2,87.1,2285.5,15,Chisel,682,Start irrigation after 3 days,189.5,19,402.0,201.0,201.0,Maintain 3-5cm water,Apply split N,160.8,96.48,80.4,Reduce water 2 days,Reduce water pre-flowering,nan,89.1,Maintain 3-5cm,4532.0,2026-02-19,15.8,Thresh immediately
337,Dry Low,1.67,5.25,27.1,88.3,1003.7,12,Mouldboard,597,Start irrigation after 3 days,95.4,20,200.4,100.2,100.2,Alternate wetting,Thin seedlings,80.16,48.1,40.08,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,87.1,Shallow water 3 days,5666.2,2026-02-24,15.7,Sun-dry 3 days
338,Dry Low,3.57,6.17,27.9,78.9,1566.9,17,Mouldboard,431,Start irrigation after 3 days,201.6,24,428.4,214.2,214.2,Maintain 3-5cm water,Apply split N,171.36,102.82,85.68,Reduce water 2 days,Ensure moist soil,nan,89.0,Shallow water 3 days,5648.6,2026-02-26,16.0,Sun-dry 3 days
339,Wet Low,4.04,3.88,29.1,78.4,2348.5,13,Chisel,535,Maintain 5cm water,232.3,18,484.8,290.88,242.4,Alternate wetting,Thin seedlings,193.92,96.96,96.96,Reduce water 2 days,Reduce water pre-flowering,nan,81.6,Alternate wetting,4550.7,2026-02-19,15.6,Store under shade
340,Wet Low,3.0,6.49,31.7,82.0,2184.3,14,Mouldboard,647,Maintain 5cm water,169.5,20,360.0,180.0,180.0,Keep flooded,Apply split N,144.0,86.4,72.0,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,87.1,Shallow water 3 days,5461.2,2026-02-22,14.6,Store under shade
341,Intermediate Low,3.17,6.75,29.3,79.0,1683.4,15,Chisel,758,Maintain 5cm water,182.6,22,380.4,228.24,190.2,Keep flooded,Apply split N,152.16,91.3,76.08,Reduce water 2 days,Reduce water pre-flowering,Fipronil,87.3,Alternate wetting,5344.1,2026-02-28,15.1,Store under shade
342,Intermediate Low,4.81,6.33,28.5,86.0,2111.7,15,Chisel,740,Start irrigation after 3 days,255.7,20,577.2,288.6,288.6,Keep flooded,Increase spacing,230.88,138.53,115.44,Reduce water 2 days,Maintain shallow flooding,Fipronil,84.4,Alternate wetting,4947.0,2026-02-28,15.9,Sun-dry 3 days
343,Wet Low,4.39,7.37,29.8,84.5,1688.6,13,Mouldboard,545,Maintain 5cm water,241.4,21,526.8,316.08,263.4,Maintain 3-5cm water,Thin seedlings,210.72,105.36,105.36,Maintain 5cm water,Reduce water pre-flowering,Chlorpyrifos,80.8,Maintain 3-5cm,4402.9,2026-02-23,14.7,Store under shade
344,Dry Low,4.66,6.81,27.6,88.1,1068.8,13,Chisel,733,Start irrigation after 3 days,270.1,21,559.2,279.6,279.6,Keep flooded,Apply split N,223.68,134.21,111.84,Flood for 1 week,Ensure moist soil,Fipronil,86.2,Alternate wetting,5777.3,2026-02-28,15.5,Sun-dry 3 days
345,Intermediate Low,4.26,7.11,30.0,76.2,1012.1,15,Rotavator,542,Maintain 5cm water,238.9,19,511.2,306.72,255.6,Maintain 3-5cm water,Thin seedlings,204.48,122.69,102.24,Maintain 5cm water,Maintain shallow flooding,Fipronil,80.5,Alternate wetting,5355.7,2026-02-19,15.8,Store under shade
346,Wet Low,1.44,7.23,29.8,88.7,1120.2,13,Chisel,633,Maintain 5cm water,82.5,19,172.8,86.4,86.4,Alternate wetting,Increase spacing,69.12,41.47,34.56,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,83.8,Alternate wetting,4338.0,2026-02-24,14.7,Sun-dry 3 days
347,Wet Low,1.6,6.71,31.0,79.4,1396.6,15,Chisel,443,Start irrigation after 3 days,83.5,20,192.0,115.2,96.0,Keep flooded,Apply split N,76.8,38.4,38.4,Maintain 5cm water,Ensure moist soil,nan,83.9,Alternate wetting,5409.6,2026-02-25,13.5,Sun-dry 3 days
348,Wet Low,3.11,6.2,31.9,82.4,2381.9,17,Mouldboard,431,Maintain 5cm water,178.0,18,373.2,186.6,186.6,Alternate wetting,Thin seedlings,149.28,89.57,74.64,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,90.0,Maintain 3-5cm,5482.9,2026-02-28,13.5,Sun-dry 3 days
349,Dry Low,1.98,3.52,28.3,81.6,2159.5,13,Rotavator,630,Start irrigation after 3 days,111.2,18,237.6,142.56,118.8,Keep flooded,Apply split N,95.04,47.52,47.52,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,83.0,Maintain 3-5cm,5773.8,2026-02-24,13.3,Store under shade
350,Wet Low,2.91,5.36,29.5,86.4,1535.8,17,Chisel,427,Maintain 5cm water,154.3,22,349.2,174.6,174.6,Alternate wetting,Apply split N,139.68,69.84,69.84,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,88.2,Alternate wetting,4445.7,2026-02-22,14.4,Store under shade
351,Wet Low,2.58,5.78,31.5,81.3,1638.2,17,Chisel,559,Maintain 5cm water,134.6,18,309.6,185.76,154.8,Maintain 3-5cm water,Apply split N,123.84,61.92,61.92,Flood for 1 week,Ensure moist soil,Chlorpyrifos,80.5,Shallow water 3 days,5977.5,2026-02-19,14.4,Thresh immediately
352,Wet Low,3.2,4.72,30.9,89.2,1251.5,13,Chisel,732,Maintain 5cm water,171.4,19,384.0,192.0,192.0,Keep flooded,Apply split N,153.6,76.8,76.8,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,85.3,Shallow water 3 days,4306.8,2026-02-26,14.9,Sun-dry 3 days
353,Wet Low,3.99,4.77,29.4,88.5,1997.4,15,Chisel,606,Maintain 5cm water,229.4,18,478.8,287.28,239.4,Maintain 3-5cm water,Increase spacing,191.52,95.76,95.76,Reduce water 2 days,Maintain shallow flooding,nan,85.4,Alternate wetting,5201.4,2026-02-21,14.4,Store under shade
354,Intermediate Low,3.86,7.34,31.7,88.1,2164.7,16,Chisel,417,Irrigate weekly,216.2,22,463.2,231.6,231.6,Maintain 3-5cm water,Increase spacing,185.28,111.17,92.64,Flood for 1 week,Reduce water pre-flowering,Fipronil,86.3,Maintain 3-5cm,5314.4,2026-02-22,15.9,Thresh immediately
355,Intermediate Low,3.08,7.07,27.3,76.1,1206.1,15,Chisel,502,Start irrigation after 3 days,177.2,21,369.6,184.8,184.8,Alternate wetting,Thin seedlings,147.84,88.7,73.92,Maintain 5cm water,Reduce water pre-flowering,Chlorpyrifos,88.1,Alternate wetting,4837.9,2026-02-28,13.9,Thresh immediately
356,Wet Low,4.29,6.9,31.7,87.8,871.1,12,Rotavator,469,Irrigate weekly,234.6,18,514.8,257.4,257.4,Keep flooded,Thin seedlings,205.92,102.96,102.96,Flood for 1 week,Ensure moist soil,nan,87.6,Alternate wetting,4950.1,2026-02-23,15.6,Store under shade
357,Dry Low,2.72,5.12,27.3,86.7,1860.6,13,Rotavator,518,Maintain 5cm water,156.7,18,326.4,195.84,163.2,Maintain 3-5cm water,Apply split N,130.56,65.28,65.28,Maintain 5cm water,Ensure moist soil,Chlorpyrifos,87.6,Maintain 3-5cm,5781.8,2026-02-24,13.3,Sun-dry 3 days
358,Intermediate Low,4.59,3.55,29.7,76.6,1756.3,14,Chisel,538,Maintain 5cm water,251.4,19,550.8,275.4,275.4,Alternate wetting,Apply split N,220.32,132.19,110.16,Reduce water 2 days,Maintain shallow flooding,nan,84.3,Shallow water 3 days,5290.5,2026-02-28,14.8,Thresh immediately
359,Wet Low,1.29,3.82,31.5,76.6,1483.6,13,Chisel,559,Start irrigation after 3 days,68.7,20,154.8,77.4,77.4,Alternate wetting,Apply split N,61.92,37.15,30.96,Reduce water 2 days,Ensure moist soil,Fipronil,87.3,Alternate wetting,4994.0,2026-02-25,14.9,Thresh immediately
360,Intermediate Low,4.82,4.75,28.3,76.5,1894.6,12,Mouldboard,631,Start irrigation after 3 days,255.0,21,578.4,289.2,289.2,Alternate wetting,Increase spacing,231.36,138.82,115.68,Reduce water 2 days,Reduce water pre-flowering,nan,84.9,Maintain 3-5cm,4256.7,2026-02-25,15.3,Sun-dry 3 days
361,Intermediate Low,3.62,3.56,29.4,75.2,1736.0,17,Rotavator,547,Start irrigation after 3 days,209.8,20,434.4,260.64,217.2,Keep flooded,Apply split N,173.76,86.88,86.88,Reduce water 2 days,Maintain shallow flooding,nan,80.7,Maintain 3-5cm,4014.7,2026-02-22,14.5,Store under shade
362,Dry Low,2.52,3.57,28.6,83.2,1226.0,14,Rotavator,752,Start irrigation after 3 days,136.1,22,302.4,181.44,151.2,Keep flooded,Thin seedlings,120.96,72.58,60.48,Reduce water 2 days,Ensure moist soil,Fipronil,88.9,Alternate wetting,4249.9,2026-02-25,13.6,Sun-dry 3 days
363,Wet Low,1.79,7.17,31.8,89.6,1476.1,14,Chisel,791,Maintain 5cm water,94.8,22,214.8,107.4,107.4,Alternate wetting,Apply split N,85.92,51.55,42.96,Flood for 1 week,Reduce water pre-flowering,Fipronil,88.9,Maintain 3-5cm,5912.4,2026-02-21,14.1,Sun-dry 3 days
364,Wet Low,2.92,6.32,31.1,81.6,1527.8,15,Rotavator,642,Start irrigation after 3 days,152.0,20,350.4,175.2,175.2,Keep flooded,Increase spacing,140.16,70.08,70.08,Flood for 1 week,Reduce water pre-flowering,nan,83.2,Alternate wetting,5528.2,2026-02-27,13.8,Store under shade
365,Dry Low,1.78,4.74,30.5,83.1,2296.4,16,Rotavator,434,Irrigate weekly,95.6,19,213.6,128.16,106.8,Alternate wetting,Apply split N,85.44,42.72,42.72,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,89.1,Shallow water 3 days,5934.2,2026-02-21,14.3,Thresh immediately
366,Dry Low,1.67,4.03,29.9,89.5,2433.5,15,Mouldboard,724,Start irrigation after 3 days,95.7,23,200.4,120.24,100.2,Keep flooded,Increase spacing,80.16,48.1,40.08,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,87.6,Alternate wetting,4071.4,2026-02-25,14.6,Sun-dry 3 days
367,Wet Low,3.47,5.55,31.1,78.8,2318.1,14,Mouldboard,781,Start irrigation after 3 days,191.6,19,416.4,249.84,208.2,Keep flooded,Increase spacing,166.56,99.94,83.28,Flood for 1 week,Ensure moist soil,Fipronil,84.0,Shallow water 3 days,5360.4,2026-02-22,14.9,Thresh immediately
368,Wet Low,3.09,3.52,29.0,87.9,2022.6,14,Rotavator,754,Irrigate weekly,172.4,23,370.8,185.4,185.4,Alternate wetting,Increase spacing,148.32,74.16,74.16,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,83.3,Maintain 3-5cm,4088.6,2026-02-23,15.5,Thresh immediately
369,Dry Low,3.68,7.25,29.2,83.2,1794.5,16,Rotavator,638,Irrigate weekly,211.7,23,441.6,220.8,220.8,Alternate wetting,Increase spacing,176.64,105.98,88.32,Flood for 1 week,Ensure moist soil,Fipronil,89.8,Alternate wetting,5564.1,2026-02-19,15.7,Thresh immediately
370,Intermediate Low,4.72,5.16,30.7,83.5,1971.7,13,Rotavator,733,Irrigate weekly,260.0,19,566.4,339.84,283.2,Keep flooded,Thin seedlings,226.56,135.94,113.28,Reduce water 2 days,Ensure moist soil,nan,87.1,Maintain 3-5cm,4761.9,2026-02-27,14.4,Store under shade
371,Intermediate Low,3.13,5.11,28.8,80.1,2396.5,16,Chisel,548,Irrigate weekly,178.5,23,375.6,187.8,187.8,Alternate wetting,Increase spacing,150.24,90.14,75.12,Reduce water 2 days,Maintain shallow flooding,nan,83.8,Alternate wetting,4191.5,2026-02-26,13.3,Thresh immediately
372,Dry Low,3.32,5.06,27.3,83.4,1225.0,17,Mouldboard,510,Start irrigation after 3 days,179.1,23,398.4,239.04,199.2,Alternate wetting,Thin seedlings,159.36,95.62,79.68,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,86.4,Maintain 3-5cm,5136.1,2026-02-21,15.4,Sun-dry 3 days
373,Intermediate Low,1.36,3.78,27.4,76.1,1709.7,15,Chisel,416,Irrigate weekly,78.7,23,163.2,97.92,81.6,Alternate wetting,Thin seedlings,65.28,39.17,32.64,Reduce water 2 days,Reduce water pre-flowering,Fipronil,85.7,Shallow water 3 days,4560.2,2026-02-19,14.4,Sun-dry 3 days
374,Dry Low,3.87,6.05,27.6,86.5,1972.3,13,Mouldboard,625,Maintain 5cm water,203.1,21,464.4,278.64,232.2,Alternate wetting,Apply split N,185.76,92.88,92.88,Flood for 1 week,Ensure moist soil,Chlorpyrifos,85.2,Alternate wetting,5319.1,2026-02-20,14.6,Sun-dry 3 days
375,Intermediate Low,2.6,6.43,31.3,79.3,1954.7,15,Mouldboard,539,Start irrigation after 3 days,146.5,22,312.0,187.2,156.0,Keep flooded,Apply split N,124.8,74.88,62.4,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,86.4,Maintain 3-5cm,5316.3,2026-02-26,14.8,Store under shade
376,Intermediate Low,4.91,6.2,29.4,88.3,1228.9,16,Mouldboard,543,Maintain 5cm water,274.8,23,589.2,294.6,294.6,Maintain 3-5cm water,Increase spacing,235.68,141.41,117.84,Maintain 5cm water,Ensure moist soil,nan,85.4,Alternate wetting,5410.0,2026-02-23,15.0,Sun-dry 3 days
377,Wet Low,4.29,4.05,30.6,80.5,1797.4,13,Rotavator,659,Start irrigation after 3 days,228.0,22,514.8,308.88,257.4,Keep flooded,Apply split N,205.92,102.96,102.96,Maintain 5cm water,Ensure moist soil,Chlorpyrifos,86.5,Alternate wetting,5984.9,2026-02-22,15.7,Store under shade
378,Wet Low,3.09,5.82,29.0,77.1,2153.1,16,Mouldboard,616,Start irrigation after 3 days,167.9,24,370.8,185.4,185.4,Alternate wetting,Increase spacing,148.32,88.99,74.16,Reduce water 2 days,Maintain shallow flooding,nan,89.1,Shallow water 3 days,4773.4,2026-02-27,15.9,Thresh immediately
379,Intermediate Low,1.49,5.78,28.3,85.4,1607.6,17,Chisel,561,Maintain 5cm water,80.3,22,178.8,89.4,89.4,Alternate wetting,Apply split N,71.52,42.91,35.76,Maintain 5cm water,Reduce water pre-flowering,Fipronil,89.9,Maintain 3-5cm,4930.6,2026-02-22,15.8,Thresh immediately
380,Intermediate Low,4.44,6.97,28.7,77.5,2148.6,12,Mouldboard,491,Irrigate weekly,233.4,24,532.8,319.68,266.4,Keep flooded,Increase spacing,213.12,106.56,106.56,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,87.1,Alternate wetting,5609.2,2026-02-23,15.4,Store under shade
381,Wet Low,4.2,5.02,31.0,86.3,1411.8,14,Chisel,573,Irrigate weekly,233.1,21,504.0,252.0,252.0,Alternate wetting,Apply split N,201.6,100.8,100.8,Flood for 1 week,Ensure moist soil,nan,89.3,Alternate wetting,5156.7,2026-02-25,15.7,Store under shade
382,Wet Low,1.74,4.99,30.1,89.5,2395.9,13,Mouldboard,730,Maintain 5cm water,100.9,22,208.8,104.4,104.4,Keep flooded,Apply split N,83.52,50.11,41.76,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,88.6,Alternate wetting,4074.5,2026-02-23,13.1,Store under shade
383,Wet Low,2.18,5.97,31.7,86.7,1707.7,14,Mouldboard,604,Irrigate weekly,120.7,20,261.6,130.8,130.8,Maintain 3-5cm water,Thin seedlings,104.64,52.32,52.32,Maintain 5cm water,Reduce water pre-flowering,Fipronil,83.0,Alternate wetting,5686.2,2026-02-28,15.5,Thresh immediately
384,Dry Low,4.17,6.03,30.4,75.3,1813.1,12,Rotavator,552,Start irrigation after 3 days,230.5,18,500.4,300.24,250.2,Alternate wetting,Apply split N,200.16,120.1,100.08,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,89.3,Alternate wetting,4103.0,2026-02-27,13.2,Store under shade
385,Intermediate Low,1.74,5.38,29.9,84.0,853.3,13,Chisel,502,Start irrigation after 3 days,90.9,21,208.8,125.28,104.4,Maintain 3-5cm water,Apply split N,83.52,50.11,41.76,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,80.7,Maintain 3-5cm,4341.6,2026-02-20,15.2,Thresh immediately
386,Wet Low,4.67,5.27,30.1,85.4,1089.5,14,Mouldboard,601,Start irrigation after 3 days,246.7,18,560.4,336.24,280.2,Maintain 3-5cm water,Increase spacing,224.16,112.08,112.08,Flood for 1 week,Maintain shallow flooding,nan,83.3,Alternate wetting,4204.2,2026-02-21,13.5,Thresh immediately
387,Intermediate Low,2.7,5.48,31.7,87.4,1876.0,14,Mouldboard,679,Irrigate weekly,148.7,20,324.0,162.0,162.0,Alternate wetting,Thin seedlings,129.6,64.8,64.8,Flood for 1 week,Reduce water pre-flowering,Fipronil,86.4,Alternate wetting,4155.9,2026-02-28,14.1,Sun-dry 3 days
388,Dry Low,1.35,6.94,30.9,75.8,1513.8,13,Chisel,464,Irrigate weekly,78.2,19,162.0,81.0,81.0,Alternate wetting,Increase spacing,64.8,38.88,32.4,Maintain 5cm water,Ensure moist soil,Fipronil,85.3,Alternate wetting,4051.4,2026-02-25,13.6,Thresh immediately
389,Dry Low,4.26,5.34,27.1,82.2,1663.9,14,Mouldboard,516,Maintain 5cm water,243.9,19,511.2,306.72,255.6,Keep flooded,Apply split N,204.48,122.69,102.24,Maintain 5cm water,Ensure moist soil,Fipronil,85.4,Maintain 3-5cm,4110.1,2026-02-26,14.3,Store under shade
390,Wet Low,2.49,7.26,29.7,83.0,907.1,14,Rotavator,552,Start irrigation after 3 days,134.6,23,298.8,149.4,149.4,Keep flooded,Increase spacing,119.52,71.71,59.76,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,87.9,Alternate wetting,4884.9,2026-02-28,14.2,Store under shade
391,Dry Low,3.11,5.52,30.4,77.5,2218.0,13,Chisel,555,Maintain 5cm water,171.9,19,373.2,223.92,186.6,Alternate wetting,Thin seedlings,149.28,74.64,74.64,Reduce water 2 days,Ensure moist soil,nan,81.9,Alternate wetting,4505.7,2026-02-25,13.1,Store under shade
392,Intermediate Low,1.45,7.3,30.7,79.8,2133.7,14,Rotavator,563,Irrigate weekly,80.2,21,174.0,104.4,87.0,Keep flooded,Increase spacing,69.6,34.8,34.8,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,89.8,Shallow water 3 days,4253.1,2026-02-27,15.5,Thresh immediately
393,Wet Low,1.01,6.83,28.1,81.6,1115.1,14,Chisel,481,Maintain 5cm water,56.7,19,121.2,72.72,60.6,Maintain 3-5cm water,Apply split N,48.48,29.09,24.24,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,84.4,Shallow water 3 days,5317.4,2026-02-28,15.6,Thresh immediately
394,Intermediate Low,3.55,4.95,31.3,87.5,1878.4,15,Chisel,405,Irrigate weekly,199.2,21,426.0,213.0,213.0,Maintain 3-5cm water,Increase spacing,170.4,102.24,85.2,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,89.5,Alternate wetting,4452.2,2026-02-25,15.4,Sun-dry 3 days
395,Intermediate Low,3.06,6.95,31.8,88.9,2191.1,17,Chisel,721,Start irrigation after 3 days,173.6,21,367.2,183.6,183.6,Alternate wetting,Apply split N,146.88,88.13,73.44,Flood for 1 week,Maintain shallow flooding,Fipronil,83.8,Alternate wetting,4037.9,2026-02-21,15.5,Sun-dry 3 days
396,Dry Low,3.37,3.94,28.2,84.4,1889.5,15,Mouldboard,466,Start irrigation after 3 days,175.7,18,404.4,242.64,202.2,Keep flooded,Thin seedlings,161.76,97.06,80.88,Maintain 5cm water,Ensure moist soil,nan,86.0,Shallow water 3 days,4836.8,2026-02-24,15.3,Store under shade
397,Dry Low,4.17,7.2,31.4,80.9,1327.7,12,Chisel,637,Irrigate weekly,240.5,19,500.4,300.24,250.2,Alternate wetting,Thin seedlings,200.16,120.1,100.08,Flood for 1 week,Maintain shallow flooding,Fipronil,84.5,Maintain 3-5cm,4620.9,2026-02-22,15.8,Thresh immediately
398,Dry Low,3.59,6.03,27.5,78.8,1915.4,15,Chisel,471,Irrigate weekly,188.2,22,430.8,258.48,215.4,Maintain 3-5cm water,Increase spacing,172.32,103.39,86.16,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,86.8,Maintain 3-5cm,4637.2,2026-02-28,14.7,Store under shade
399,Dry Low,1.7,3.72,27.3,89.7,1157.8,15,Chisel,494,Irrigate weekly,93.3,24,204.0,102.0,102.0,Alternate wetting,Thin seedlings,81.6,48.96,40.8,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,81.8,Shallow water 3 days,4890.5,2026-02-27,14.7,Store under shade
400,Dry Low,2.44,6.08,27.6,89.7,1341.0,12,Rotavator,703,Start irrigation after 3 days,140.3,19,292.8,175.68,146.4,Alternate wetting,Increase spacing,117.12,70.27,58.56,Maintain 5cm water,Maintain shallow flooding,nan,84.0,Alternate wetting,5337.8,2026-02-25,15.6,Store under shade
401,Wet Low,4.62,7.4,27.3,88.9,1208.1,14,Chisel,725,Irrigate weekly,253.8,19,554.4,332.64,277.2,Alternate wetting,Apply split N,221.76,133.06,110.88,Flood for 1 week,Reduce water pre-flowering,Fipronil,80.7,Shallow water 3 days,5233.0,2026-02-27,14.0,Sun-dry 3 days
402,Intermediate Low,4.08,3.78,31.2,86.8,1746.8,14,Mouldboard,477,Start irrigation after 3 days,213.7,19,489.6,244.8,244.8,Alternate wetting,Increase spacing,195.84,97.92,97.92,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,86.0,Maintain 3-5cm,5874.5,2026-02-25,13.2,Store under shade
403,Intermediate Low,3.23,5.72,27.3,79.9,984.0,15,Chisel,466,Maintain 5cm water,172.4,23,387.6,193.8,193.8,Maintain 3-5cm water,Apply split N,155.04,77.52,77.52,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,89.6,Shallow water 3 days,5035.4,2026-02-20,15.2,Sun-dry 3 days
